Station,Elevation,,,,,,,
798.4,61.77,,,798.4,61.77,,,
802.6,59.77,,,802.6,59.77,,,
806.8,57.77,,,806.8,57.77,,,
811,55.77,,,811,55.77,,,
815.2,53.77,,,815.2,53.77,,,
819.4,51.77,,,819.4,51.77,,,
823.6,49.77,,,823.6,49.77,,,
827.8,47.77,,,827.8,47.77,,,
832,45.77,,,832,45.77,,,
836.2,43.77,,,836.2,43.77,,,
840.4,41.77,,,840.4,41.77,,,
844.6,39.77,,,844.6,39.77,,,
850,38.84,,,850,38.84,,,
859,38.84,,,859,38.84,,,
868,38.84,,,868,38.84,,,
877,38.84,,,877,38.84,,,
886,38.84,,,886,38.84,,,
895,38.84,,,895,38.84,,,
904,38.84,,,904,38.84,,,
913,38.84,,,913,38.84,,,
922,38.84,,,922,38.84,,,
931,38.84,,,931,38.84,,,
940,38.84,,,940,38.84,,,
949,38.84,,,949,38.84,,,
958,38.84,,,958,38.84,,,
967,38.84,,,967,38.84,,,
976,38.84,,,976,38.84,,,
986,38.84,,,986,38.84,,,
987,38.59,,,987,38.59,,,
988,38.34,,,988,38.34,,,
989,38.09,,,989,38.09,,,
990,37.84,,,990,37.84,,,
992,37.84,,,992,37.84,,,
994,37.84,,,994,37.84,,,
996,37.84,,,996,37.84,,,
998,37.84,,,998,37.84,,,
1000,37.84,,,1000,37.84,,,
1002,37.84,,,1002,37.84,,,
1004,37.84,,,1004,37.84,,,
1006,37.84,,,1006,37.84,,,
1008,37.84,,,1008,37.84,,,
1010,37.84,,,1010,37.84,,,
1011,38.09,,,1011,38.09,,,
1012,38.34,,,1012,38.34,,,
1013,38.59,,,1013,38.59,,,
1014,38.84,,,1014,38.84,,,
1023,38.84,,,1023,38.84,,,
1032,38.84,,,1032,38.84,,,
1041,38.84,,,1041,38.84,,,
1050,38.84,,,1050,38.84,,,
1059,38.84,,,1059,38.84,,,
1068,38.84,,,1068,38.84,,,
1077,38.84,,,1077,38.84,,,
1086,38.84,,,1086,38.84,,,
1095,38.84,,,1095,38.84,,,
1104,38.84,,,1104,38.84,,,
1113,38.84,,,1113,38.84,,,
1122,38.84,,,1122,38.84,,,
1131,38.84,,,1131,38.84,,,
1140,38.84,,,1140,38.84,,,
1150,38.84,,,1150,38.84,,1201.6,61.77
1152.7,40.04,,,1152.7,40.04,,,
1155.4,41.24,,,1155.4,41.24,,,
1158.1,42.44,,,1158.1,42.44,,,
1160.8,43.64,,,1160.8,43.64,,,
1163.5,44.84,,,1163.5,44.84,,,
1166.2,46.04,,,1166.2,46.04,,,
1168.9,47.24,,,1168.9,47.24,,,
1171.6,48.44,,,1171.6,48.44,,,
1174.3,49.64,,,1174.3,49.64,,,
1177,50.84,,,1177,50.84,,,
1179.7,52.04,,,1179.7,52.04,,,
1182.4,53.24,,,1182.4,53.24,,,
1185.1,54.44,,,1185.1,54.44,,,
1187.8,55.64,,,1187.8,55.64,,,
1190.5,56.84,,,1190.5,56.84,,,
1193.2,58.04,,,1193.2,58.04,,,
1195.9,59.24,,,1195.9,59.24,,,
1198.6,60.44,,,1198.6,60.44,,,
1201.6,61.77,,,1201.6,61.77,,,
